Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2015-04-23 00:00:00-04:00,,,,,0,0.873405,0.0
2015-04-24 00:00:00-04:00,25.89211082458496,25.96714163005806,25.673269981460802,25.73579525515733,4826600,0.0,0.0
2015-04-27 00:00:00-04:00,26.004667282104492,26.135971833708787,25.9171309143683,26.09845761050021,4008200,0.0,0.0
2015-04-28 00:00:00-04:00,26.067180633544922,26.098445652142555,25.635750568018416,26.02341246973148,3411600,0.0,0.0
2015-04-29 00:00:00-04:00,26.117210388183594,26.5236295116867,25.84834736893094,26.05468271789999,4499500,0.0,0.0
2015-04-30 00:00:00-04:00,25.610748291015625,26.104706177965692,25.41691846627367,25.9358850374187,5847200,0.0,0.0
2015-05-01 00:00:00-04:00,26.09844207763672,26.110945221140064,25.64199862863608,25.679515214703255,3412100,0.0,0.0
2015-05-04 00:00:00-04:00,26.60491371154785,26.8237569749984,26.386072833283986,26.78624037364459,7192100,0.0,0.0
2015-05-05 00:00:00-04:00,26.43608856201172,26.911289232796623,26.348552224021425,26.76747919392881,5541700,0.0,0.0
2015-05-06 00:00:00-04:00,26.104700088500977,26.711205261002412,25.99840664620369,26.64867760213374,4379500,0.0,0.0
2015-05-07 00:00:00-04:00,26.42357635498047,26.69869321651976,25.985894775596545,26.073431091473328,4658900,0.0,0.0
2015-05-08 00:00:00-04:00,26.63616943359375,26.84250710965514,26.59240126931153,26.74871682322977,4084100,0.0,0.0
2015-05-11 00:00:00-04:00,26.692440032958984,26.8237468957644,26.523618968082697,26.667431359973666,4853200,0.0,0.0
2015-05-12 00:00:00-04:00,26.598657608032227,26.742467644287192,26.429836508466934,26.679939986011373,3162400,0.0,0.0
2015-05-13 00:00:00-04:00,26.623668670654297,26.729962111941024,26.45484757109337,26.723710538706744,2795200,0.0,0.0
2015-05-14 00:00:00-04:00,26.94255256652832,27.01133180106655,26.711206183688592,26.742468821609684,3293600,0.0,0.0
2015-05-15 00:00:00-04:00,27.130123138427734,27.16763972447886,26.936293406794533,26.94879655029253,2893900,0.0,0.0
2015-05-18 00:00:00-04:00,27.486526489257812,27.605327837017192,27.073853521409486,27.15513827747863,4297900,0.0,0.0
2015-05-19 00:00:00-04:00,27.28645133972168,27.780409218762937,27.236431586945773,27.67411336818555,4648800,0.0,0.0
2015-05-20 00:00:00-04:00,27.36147689819336,27.499035365943136,27.24893187980015,27.442761664153352,2576700,0.0,0.0
2015-05-21 00:00:00-04:00,27.24268341064453,27.41775612474092,27.09262176575815,27.355230836902734,3225300,0.0,0.0
2015-05-22 00:00:00-04:00,27.148887634277344,27.273940569993414,26.923795212212056,27.267688996541473,3604100,0.0,0.0
2015-05-26 00:00:00-04:00,26.998821258544922,27.198904966332957,26.89252544711544,27.186399436447964,3664000,0.0,0.0
2015-05-27 00:00:00-04:00,27.16764259338379,27.186399695797245,26.923790721264975,26.97381045609619,3260400,0.0,0.0
2015-05-28 00:00:00-04:00,27.280181884765625,27.292687411059784,26.980056409261554,27.173886103857892,2204100,0.0,0.0
2015-05-29 00:00:00-04:00,27.38648223876953,27.46151303041285,27.011325895367072,27.29894591765468,2961100,0.0,0.0
2015-06-01 00:00:00-04:00,27.19890594482422,27.530294150547604,27.061347496326498,27.51778862021272,3881400,0.0,0.0
2015-06-02 00:00:00-04:00,27.098876953125,27.198918858115178,26.88003603132997,27.1363935619415,4608500,0.0,0.0
2015-06-03 00:00:00-04:00,27.223922729492188,27.54280547192776,27.16764902374632,27.35522724783704,4401600,0.0,0.0
2015-06-04 00:00:00-04:00,26.898786544799805,27.21141771935324,26.82375573075922,27.1113758389036,5179800,0.0,0.0
2015-06-05 00:00:00-04:00,26.51112174987793,26.980068462067848,26.417331453365417,26.886278165555336,4564300,0.0,0.0
2015-06-08 00:00:00-04:00,26.1984920501709,26.62992219046097,26.042176470838584,26.51112320883553,4878000,0.0,0.0
2015-06-09 00:00:00-04:00,25.754549026489258,26.167221980953222,25.32937054186748,26.167221980953222,7017000,0.0,0.0
2015-06-10 00:00:00-04:00,26.267269134521484,26.5298805504262,25.792070818618082,25.86710162951094,3688200,0.0,0.0
2015-06-11 00:00:00-04:00,26.52363395690918,26.711214614010792,26.36106675729987,26.39232940508776,3267300,0.0,0.0
2015-06-12 00:00:00-04:00,26.57364845275879,26.598659517864956,26.267268868174355,26.479858151203885,2582300,0.0,0.0
2015-06-15 00:00:00-04:00,26.41108512878418,26.492367524383145,26.08594839082793,26.417336703373792,4309000,0.0,0.0
2015-06-16 00:00:00-04:00,26.248510360717773,26.467353590934593,26.160974022705574,26.36730933585057,2341100,0.0,0.0
2015-06-17 00:00:00-04:00,26.18598175048828,26.448590731069558,26.148465159611234,26.323537813332084,2808200,0.0,0.0
2015-06-18 00:00:00-04:00,26.261016845703125,26.53613140161005,26.19223761042979,26.20474314276916,3681800,0.0,0.0
