Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-04-06 00:00:00-04:00,42.49675669959593,45.17773459180521,42.107131692454736,44.94581604003906,5659100,0.0,0.0
2020-04-07 00:00:00-04:00,46.3837108274278,46.75478192956574,44.16657001608416,44.34282684326172,4056100,0.0,0.0
2020-04-08 00:00:00-04:00,44.94582217413523,48.044254590149336,44.305724619072095,47.67318344116211,5382200,0.0,0.0
2020-04-09 00:00:00-04:00,48.164837429096984,51.25399387146522,48.164837429096984,50.354148864746094,6208800,0.0,0.0
2020-04-13 00:00:00-04:00,49.63985314060596,49.83466744449095,48.2854494326642,48.8884391784668,3698900,0.0,0.0
2020-04-14 00:00:00-04:00,50.001640804077624,50.23355935411732,49.194561702006176,50.15934371948242,5486600,0.0,0.0
2020-04-15 00:00:00-04:00,48.8791548869201,48.971924435062036,47.431985323870066,48.18339920043945,3385100,0.0,0.0
2020-04-16 00:00:00-04:00,48.29471479146861,49.06468245224611,46.88464973856487,47.74738693237305,3551100,0.0,0.0
2020-04-17 00:00:00-04:00,48.888432888490705,50.010917863443055,48.786388156441156,49.91815185546875,5052600,0.0,0.0
2020-04-20 00:00:00-04:00,48.57302522252884,49.55635768145196,47.44126148353046,48.73072814941406,4955500,0.0,0.0
2020-04-21 00:00:00-04:00,47.58968550029639,48.71217042704275,47.005249766527506,47.30210876464844,4115900,0.0,0.0
2020-04-22 00:00:00-04:00,48.27617299537778,48.78639316925441,47.617525070213446,48.48025894165039,3591100,0.0,0.0
2020-04-23 00:00:00-04:00,48.61940907452461,49.83466366032232,48.61940907452461,48.8420524597168,2708900,0.0,0.0
2020-04-24 00:00:00-04:00,48.79566334172004,50.20572860346691,48.610131325771434,49.91815185546875,4056600,0.0,0.0
2020-04-27 00:00:00-04:00,50.456209468815004,52.107468749386555,50.42838036955048,51.986873626708984,4324900,0.0,0.0
2020-04-28 00:00:00-04:00,53.00731490582163,53.82366937262784,52.39504994041623,52.44143295288086,3728800,0.0,0.0
2020-04-29 00:00:00-04:00,53.92570386864408,55.382152123612215,53.60101576554134,54.946144104003906,3707200,0.0,0.0
2020-04-30 00:00:00-04:00,54.18544652418778,54.519409781709406,53.15572765976143,53.82365417480469,4274900,0.0,0.0
2020-05-01 00:00:00-04:00,52.77538951190675,52.92381725596744,52.05180470196044,52.413597106933594,2956200,0.0,0.0
2020-05-04 00:00:00-04:00,51.736404417268446,52.48782199451706,51.14269333643866,52.311561584472656,3566200,0.0,0.0
2020-05-05 00:00:00-04:00,52.69189576426659,53.30416061693194,52.283720375421815,53.00730514526367,3362600,0.0,0.0
2020-05-06 00:00:00-04:00,53.554632736794495,54.04629894502696,52.56202159632724,53.42475891113281,3939000,0.0,0.0
2020-05-07 00:00:00-04:00,54.0926888678451,54.946147511983305,54.0926888678451,54.51013946533203,3867600,0.0,0.0
2020-05-08 00:00:00-04:00,51.022087270743604,53.396934788585014,50.31705634916386,53.02586364746094,7785200,0.0,0.0
2020-05-11 00:00:00-04:00,52.24661243941659,52.283720257990865,50.669565537973284,51.53230285644531,3687900,0.0,0.0
2020-05-12 00:00:00-04:00,51.2540018655526,51.70856380115914,49.36154556274414,49.36154556274414,3603200,0.0,0.0
2020-05-13 00:00:00-04:00,48.83278001275837,48.8606091124362,45.43749183897941,45.901329040527344,5834000,0.0,0.0
2020-05-14 00:00:00-04:00,45.585916976339654,47.107302343583065,43.962486864425586,47.07019805908203,5218300,0.0,0.0
2020-05-15 00:00:00-04:00,46.2538418294941,46.6434633424758,45.437487442889115,46.550697326660156,4724900,0.0,0.0
2020-05-18 00:00:00-04:00,48.322554477658144,49.59346727908662,48.15557282038472,49.29661178588867,3686500,0.0,0.0
2020-05-19 00:00:00-04:00,48.914687355968454,49.277987402020315,47.806166833399104,47.9552116394043,3415300,0.22,0.0
2020-05-20 00:00:00-04:00,48.59796174028534,49.92073736793084,48.43960320472303,48.96126174926758,2866700,0.0,0.0
2020-05-21 00:00:00-04:00,48.84946390889802,49.175501754500786,48.16944699002222,48.19739532470703,2290600,0.0,0.0
2020-05-22 00:00:00-04:00,48.458241349054305,48.47687239482276,47.442872452479705,47.927268981933594,2718000,0.0,0.0
2020-05-26 00:00:00-04:00,49.43634506229347,50.20951742254047,49.212779634071296,49.61333465576172,3632800,0.0,0.0
2020-05-27 00:00:00-04:00,50.59143714513711,51.616119565613204,50.28403028688956,51.56022644042969,3709500,0.0,0.0
2020-05-28 00:00:00-04:00,51.80242454367037,52.06325201134974,49.920732039750426,50.02320098876953,3031100,0.0,0.0
2020-05-29 00:00:00-04:00,49.92073906267601,49.93005280775723,48.65385652113599,49.37113571166992,6450300,0.0,0.0
2020-06-01 00:00:00-04:00,49.37113822341206,49.678545129355086,48.88674172385569,49.231407165527344,3202900,0.0,0.0
2020-06-02 00:00:00-04:00,49.902106555872436,49.902106555872436,49.268665303674965,49.65059280395508,3079400,0.0,0.0
2020-06-03 00:00:00-04:00,50.04183385144338,51.64406435145103,49.85552698767285,51.56022644042969,4428800,0.0,0.0
2020-06-04 00:00:00-04:00,51.29008975142588,51.923531012115376,50.796375985780486,51.793113708496094,2349300,0.0,0.0
2020-06-05 00:00:00-04:00,53.059989871017734,55.16525132439364,52.67806241138869,53.861106872558594,4945700,0.0,0.0
2020-06-08 00:00:00-04:00,54.112628660576554,54.88579743885489,54.112628660576554,54.5690803527832,2706200,0.0,0.0
2020-06-09 00:00:00-04:00,54.02878745785673,54.02878745785673,52.76190497649053,53.27424621582031,2364900,0.0,0.0
2020-06-10 00:00:00-04:00,53.89837213772075,54.3920823198456,52.79916552002137,53.590965270996094,2811000,0.0,0.0
2020-06-11 00:00:00-04:00,52.240245249152174,52.37997272709604,49.94867694369078,49.985939025878906,3404300,0.0,0.0
2020-06-12 00:00:00-04:00,50.6287039009556,51.67202108617978,49.81827299841355,51.04789352416992,2474300,0.0,0.0
2020-06-15 00:00:00-04:00,48.98920239869396,51.32734302309404,48.90536448885846,50.92678451538086,2724000,0.0,0.0
2020-06-16 00:00:00-04:00,52.35202579001133,53.14382545966547,51.07582973234836,51.578853607177734,2685600,0.0,0.0
2020-06-17 00:00:00-04:00,52.05394357901233,52.21230211383104,50.96405066419966,51.69064712524414,2234900,0.0,0.0
2020-06-18 00:00:00-04:00,50.917481250003874,51.4205088125378,50.20951929620351,51.13173294067383,2570600,0.0,0.0
2020-06-19 00:00:00-04:00,52.16572267700185,52.17503642107929,50.21882324209486,50.45170593261719,5381000,0.0,0.0
2020-06-22 00:00:00-04:00,50.22813640322094,50.79637073006171,49.520174595793165,50.16292953491211,2388500,0.0,0.0
2020-06-23 00:00:00-04:00,50.7777394052473,51.64406328338182,50.321291329632736,51.42049789428711,3103300,0.0,0.0
2020-06-24 00:00:00-04:00,51.010632368954695,51.1317323853254,50.08841873450066,50.116363525390625,4597200,0.0,0.0
2020-06-25 00:00:00-04:00,50.330605157505396,51.85831501506278,50.29334662826599,51.78379440307617,3854700,0.0,0.0
2020-06-26 00:00:00-04:00,51.57886581880914,51.783803757431464,50.85227284152408,51.4298210144043,3743900,0.0,0.0
2020-06-29 00:00:00-04:00,51.95147756845718,52.65012572797892,51.22488461967723,52.6221809387207,2907300,0.0,0.0
2020-06-30 00:00:00-04:00,52.715332826442506,53.60960162154061,52.41724322807647,52.92958450317383,3845000,0.0,0.0
2020-07-01 00:00:00-04:00,53.09725828597979,53.4978168345231,52.11915160720285,52.556968688964844,2966500,0.0,0.0
2020-07-02 00:00:00-04:00,53.10657001957482,53.73069751133321,52.175039207732716,52.24024963378906,3123100,0.0,0.0
2020-07-06 00:00:00-04:00,53.09724745784593,53.1810853591302,52.24955470197501,52.40791320800781,2202900,0.0,0.0
2020-07-07 00:00:00-04:00,51.71859761773823,52.538345830450425,51.56955281120043,52.0260009765625,2604600,0.0,0.0
2020-07-08 00:00:00-04:00,52.249561234173754,52.501074969470594,51.43913045611141,51.88626480102539,1783300,0.0,0.0
2020-07-09 00:00:00-04:00,51.85832210746762,51.886270450104284,50.83363956633336,51.495025634765625,3043000,0.0,0.0
2020-07-10 00:00:00-04:00,51.28077540992209,52.05394776374631,51.159675397761156,51.960792541503906,2037900,0.0,0.0
2020-07-13 00:00:00-04:00,52.57560723522779,53.76796930608833,52.31477969793424,52.59423828125,3415300,0.0,0.0
2020-07-14 00:00:00-04:00,52.184356566063606,52.67806675978734,51.40187054107252,52.603546142578125,2395200,0.0,0.0
2020-07-15 00:00:00-04:00,54.02879108806906,56.26446662346145,54.02879108806906,55.58444595336914,4574900,0.0,0.0
2020-07-16 00:00:00-04:00,56.73023328189278,57.47545729185435,56.35761950015781,56.86996078491211,5220900,0.0,0.0
