Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2015-04-23 00:00:00-04:00,,,,,0,0.663,0.0
2015-04-24 00:00:00-04:00,61.32101058959961,61.72224590759638,61.245306793420305,61.35129326323721,8785500,0.0,0.0
2015-04-27 00:00:00-04:00,61.01821517944336,61.472443922549516,60.91980078078377,61.25290455444981,9192300,0.0,0.0
2015-04-28 00:00:00-04:00,60.88191604614258,61.18473698460777,60.707797905209674,61.11660530576332,8395500,0.0,0.0
2015-04-29 00:00:00-04:00,60.45042037963867,60.798662565762605,60.352005993070314,60.56397899542131,11858500,0.0,0.0
2015-04-30 00:00:00-04:00,60.19302749633789,60.67753887633688,59.85992375665187,60.526125460192674,9409300,0.0,0.0
2015-05-01 00:00:00-04:00,60.78351974487305,60.806230311231516,60.283864181663866,60.38228433699152,8193000,0.0,0.0
2015-05-04 00:00:00-04:00,60.82892608642578,61.29829885508073,60.79107707697527,60.927346217821594,7203800,0.0,0.0
2015-05-05 00:00:00-04:00,60.616973876953125,61.056064122683445,60.39742875408797,60.942505503845425,6589400,0.0,0.0
2015-05-06 00:00:00-04:00,60.86679458618164,61.00306375773206,60.20058718045485,60.821367678444425,7335700,0.0,0.0
2015-05-07 00:00:00-04:00,60.715389251708984,60.98036129190918,60.56398160802148,60.844092102257875,7224300,0.0,0.0
2015-05-08 00:00:00-04:00,61.290733337402344,61.47999573250641,61.18474685821045,61.237740097806395,6929400,0.0,0.0
2015-05-11 00:00:00-04:00,60.76835632324219,61.31343284700751,60.76078998739965,61.28315017615068,5237800,0.0,0.0
2015-05-12 00:00:00-04:00,60.5261344909668,60.78353444890158,60.07947784231847,60.58669986646111,6305800,0.0,0.0
2015-05-13 00:00:00-04:00,60.33686447143555,61.0106383059283,60.223311626388416,60.68511244901802,6459900,0.0,0.0
2015-05-14 00:00:00-04:00,60.99549102783203,61.08633906655841,60.63210464875708,60.64724887646008,5634200,0.0,0.0
2015-05-15 00:00:00-04:00,61.35888671875,61.41187997209168,61.11663102121208,61.19233484372429,7454800,0.0,0.0
2015-05-18 00:00:00-04:00,61.124183654785156,61.41943253946245,60.94249336632915,61.29830760576849,5590800,0.0,0.0
2015-05-19 00:00:00-04:00,61.19231414794922,61.28315639390765,60.813789387577145,61.13174880009061,5729500,0.0,0.0
2015-05-20 00:00:00-04:00,60.9273567199707,61.3210199859224,60.90464037938957,61.2680267428937,5487000,0.0,0.0
2015-05-21 00:00:00-04:00,60.874359130859375,61.003056172479354,60.442835328080804,60.692663074164216,6054700,0.0,0.0
2015-05-22 00:00:00-04:00,60.5261344909668,60.86681039624823,60.503423919114454,60.74567964525961,6003600,0.0,0.0
2015-05-26 00:00:00-04:00,59.91288757324219,60.616943728875235,59.761480007315505,60.5412399459119,6698300,0.0,0.0
2015-05-27 00:00:00-04:00,60.10216522216797,60.51854479823023,59.875048039619486,59.97346818077777,8094600,0.0,0.0
2015-05-28 00:00:00-04:00,60.0567512512207,60.14759351439924,59.82206192773815,60.13245506247967,5803400,0.0,0.0
2015-05-29 00:00:00-04:00,59.3451042175293,59.988595076366046,59.193696642213155,59.94317395893695,12551700,0.0,0.0
2015-06-01 00:00:00-04:00,59.69335174560547,59.85990355925204,59.25426165068802,59.54194415637912,7588000,0.0,0.0
2015-06-02 00:00:00-04:00,59.45869827270508,59.59496748214846,59.178587737784724,59.398132896100854,7380800,0.0,0.0
2015-06-03 00:00:00-04:00,59.473812103271484,59.75392252220959,59.25426703585997,59.73878407224286,5985800,0.0,0.0
2015-06-04 00:00:00-04:00,59.163421630859375,59.685781876401236,59.095284170066385,59.360256124914166,7714600,0.0,0.0
2015-06-05 00:00:00-04:00,58.61836624145508,59.1407324516893,58.57294510172396,59.080167081493414,9439700,0.0,0.0
